blame	inevitability of	Dhp227
praise and blame		Dhp228
good people	praised by gods	Dhp230
misconduct	giving up	Dhp232–33
self reliance		Dhp236
self reliance		Dhp238
self purification	simile of silversmith	Dhp239
results of actions	harming oneself	Dhp240
results of actions	simile of rust	Dhp240
stains		Dhp241-42
ignorance	as worst stain	Dhp243
results of actions	harming oneself	Dhp247
confidence	giving and	Dhp249
concentration (samādhi)	hindrances to	Dhp249–50
greed	as fire	Dhp251
hatred (dosa)	as crime	Dhp251
faultfinding		Dhp252–3
discernment		Dhp256
recitation	as not enough	Dhp259
listening to Dhamma	small amount	Dhp259
seniority	true meaning	Dhp260–1
outward appearance deceiving		Dhp262
outward appearance deceiving		Dhp264
ascetic, mendicant, sage	true meaning	Dhp265–72
noble eightfold path	as best path	Dhp273
noble eightfold path	as essential	Dhp274
self reliance		Dhp276
impermanence		Dhp277
suffering		Dhp278
not-self		Dhp279
laziness		Dhp280
meditation	wisdom and	Dhp282
wisdom	meditation and	Dhp282
attachment	simile of calf	Dhp284
attachment	sexual	Dhp284
death (maraṇa)	simile of flood	Dhp287
happiness	with material things	Dhp290
happiness	through harming others	Dhp291
mindfulness of body		Dhp293
sleep	waking well	Dhp296–298
recollection	of triple gem	Dhp296–298
going forth (pabbajja)	difficult	Dhp302
lay life	difficult	Dhp302
good people	simile of Himalaya	Dhp304
bad people	simile of arrow	Dhp304
seclusion		Dhp305
hell		Dhp chapter 22
lying	rebirth	Dhp306
bad monastics	rebirth	Dhp307–8
sexual misconduct	result	Dhp309–10
monastic life	wrongly practiced	Dhp311
monastic life	simile of kusa grass	Dhp311
monastic life	wrongly practiced	Dhp313
self guarding	simile of citadel	Dhp315
shame		Dhp316
wrong views		Dhp316–18
right view (sammā diṭṭhi)		Dhp319
elephant		Dhp chapter 23
enduring abuse	simile of elephant	Dhp320
enduring abuse		Dhp320–21
self taming		Dhp322–23
friendship		Dhp323
Dhanapāla	elephant	Dhp324
overeating	simile of hog	Dhp325
self reliance	simile of elephant	Dhp327
friendship		Dhp328
solitary life		Dhp329–30
friendship		Dhp331
contentment		Dhp331
parents	caring for	Dhp332
faith (saddhā)		Dhp333
precepts		Dhp333
craving (taṇha)		Dhp chapter 24
craving (taṇha)	simile of creeper	Dhp334
craving (taṇha)	simile of monkey	Dhp334
craving (taṇha) 	simile of grass in rain	Dhp335
craving (taṇha)	simile of water drop on lotus leaf	Dhp336
Māra	simile of stream	Dhp337
craving (taṇha)	simile of root digging	Dhp337
craving (taṇha)	underlying tendency	Dhp338
craving (taṇha)	underlying tendency	Dhp340
craving (taṇha)	simile of rabbit	Dhp342–43
monastic life	giving up	Dhp344
sensual pleasures	as fetter	Dhp346–47
past, present future	let go of	Dhp348
sensual pleasures	as fetter	Dhp349
Buddha, the	as best person	Dhp353
craving (taṇha)	freedom from	Dhp350–52
Dhamma	as best gift	Dhp354
Dhamma	as best joy	Dhp354
self destruction		Dhp355
Saṅgha	best recipient	Dhp356–59
restraint		Dhp360–63
teaching Dhamma		xref Dhamma teaching
Dhamma teaching		Dhp363
Dhamma	delight in	Dhp364
envy	block to concentration	Dhp365
livelihood	monastic	Dhp366
praise by gods		Dhp366
loving-kindness (mettā)		Dhp368
sense desire	simile of iron ball	Dhp371
wisdom	concentration and	Dhp372
concentration (samādhi)	wisdom	Dhp372
mindfulness		Dhp374
Vinaya		Dhp375
restraint		Dhp375
friendship		Dhp376
self reflection		Dhp379
restraint	simile of thoroughbred	Dhp380
mendicant	young	Dhp382
brahmin	true meaning	Dhp chapter 26
retaliation		Dhp389
cruelty (hiṁsa)		Dhp390
honor		Dhp392
learning		Dhp392
external qualities		Dhp393–94
enduring abuse		Dhp399
patience		Dhp399
solitary life		Dhp404
hope		Dhp410
deathless (amata)		Dhp411
recollection	of past lives	Dhp423
brahmacariya		xref monastic life
solitary Buddha		xref paccekabuddha
Buddha, the	after enlightenment	Ud1.1–4
dependent origination		Ud1.1–3
brahmin	true meaning	Ud1.4–6
giving (dāna)	by gods	Ud1.6
gods	offering food	Ud1.6
alms food	from the poor	Ud1.6
fear	overcoming	Ud1.7
monastics	family of	Ud1.8
brahmin	true meaning	Ud1.8–9
detachment	from family	Ud1.8
jaṭilā ascetics		Ud1.9
purification	with water	Ud1.9
false spiritual claims		Ud1.10
stupa (thupa)	built for individual	Ud1.10
Bāhiya of the bark cloth		Ud1.10
seen, heard, thought, known		Ud1.10
Mucalinda		Ud2.1
meditation	through great noise	Ud2.1
conceit ‘I am’		Ud2.1
kindness	as happiness	Ud2.1
useless speech (tiracāna)		Ud2.2
noble silence	vs. useless speech	Ud2.2
nibbāna	better happiness than heaven	Ud2.2
boys	harming an animal	Ud2.3
suffering	no one likes	Ud2.3
happiness	those who desire	Ud2.3
jealousy		Ud2.4
enduring abuse		Ud2.4
not-self	considering abuse	Ud2.4
lay life	filled with duties	Ud2.5
lay life	attachments	Ud2.5–6
pregnancy		Ud2.6
grieving	death	Ud2.7
loss	of loved ones	Ud2.7
pregnancy	difficult	Ud2.8
recollection	of triple gem	Ud2.8
faith (saddhā)	guarantor	Ud2.8
subservience		Ud2.9
misjudging others		Ud2.10
renunciation	bliss of	Ud2.10
holy life	not delighting in	Ud3.2
motivation	bad	Ud3.2
imperturbable meditation (āneñjasamādhi)		Ud3.3
arahant	simile of mountain	Ud3.4
outcast (vasala)	accusation of being	Ud3.6
habits over lifetimes		Ud3.6
giving (dāna)		xref alms food
gods	offering food	Ud3.7
alms food	from the poor	Ud3.7
giving (dāna)	by gods	Ud3.7
arahant	envied by gods	Ud3.7–8
noble silence	vs. useless speech	Ud3.8–9
alms food	for sake of popularity	Ud3.8
popularity	 wrongly gained	Ud3.8
speech	useless (tiracāna)	Ud3.8–9
hope	uselessness of	Ud3.9
solitary life		Ud3.9
Buddha, the	after enlightenment	Ud3.10
world	state of	Ud3.10
meditation	for seven days	Ud3.10
meditation	for seven days	Ud1.1–4
meditation	for seven days	Ud2.1
meditation	for seven days	Ud3.7
mental misconduct		Ud4.1
friendship	helps with cetovimuttiya	Ud4.1
speech	topics of discussion	Ud4.1
perception of ugliness (asubhasañña)	to give up greed	Ud4.1
loving-kindness (mettā)	to give up hate	Ud4.1
mindfulness of breathing	to cut off thinking	Ud4.1
perception of impermanance	to remove conceit ‘I am’	Ud4.1
monastic life	wrongly practiced	Ud4.2
alms food	from the poor	Ud4.3
death (maraṇa)	immediately after giving	Ud4.3
mind	wrongly directed worse than enemy	Ud4.3
yakkha	attacks monk	Ud4.4
arahant	without psychic powers	Ud4.4
arahant	simile of rock	Ud4.4
seclusion	free from crowds	Ud4.4
jealousy		Ud4.8
defamation	of the Buddha	Ud4.8
rumors		Ud4.8
lying	factor for rebirth	Ud4.8
enduring abuse		Ud4.8
gratitude	of arahants	Ud4.9
suffering	no one likes	Ud5.1
happiness	those who desire	Ud5.1
oneself as most dear		Ud5.1
Bodhisatta	mother	Ud5.2
death (maraṇa)	as universal	Ud5.2
gradual instruction		Ud5.3
death (maraṇa)	by cow	Ud5.3
paccekabuddha	disparaging	Ud5.3
harassing	noble ones	Ud5.3
boys	harming an animal	Ud5.4
uposatha		Ud5.5
sabath		xref uposatha
corrupt monk		Ud5.5
asuras		Ud5.5
ocean	loved by asuras	Ud5.5
gradual training		Ud5.5
gradual training	simile of ocean	Ud5.5
Saṅgha	guarding precepts	Ud5.5
Saṅgha	removes corrupt members	Ud5.5
Saṅgha	without caste distinctions	Ud5.5
Saṅgha	river simile	Ud5.5
nibbāna	never fills up	Ud5.5
Dhamma	has one taste	Ud5.5
Dhamma	has many treasures	Ud5.5
Dhamma	simile of ocean	Ud5.5
Saṅgha	has many great beings	Ud5.5
Saṅgha	simile of ocean	Ud5.5
going forth (pabbajja)	difficulty	Ud5.6
ordaining		xref going forth (pabbajja)
Chapter of the Eights		Ud5.6
doubt		Ud5.7
schism		Ud5.8
good people	easy to do good	Ud5.8
bad people	easy to do bad	Ud5.8
teasing		Ud5.9
Buddhas	can live for eon	Ud6.1
fourfold Saṅgha	Buddha’s determination to have	Ud6.1
laypeople	as teachers	Ud6.1
Dhamma	popular and widespread	Ud6.1
life force	surrendering of	Ud6.1
jaṭilā ascetics		Ud6.2
familiarity needed to judge		Ud6.2
wisdom	knowable through discussion	Ud6.2
misjudging others		Ud6.2
Dhamma	for money making	Ud6.2
wrong views		Ud6.4–6
eternalism		Ud6.4–6
Tathāgatas	existing after death	Ud6.4
followers of other paths		Ud6.4–6
disputes	over views	Ud6.4–6
blind men and elephant		Ud6.4
elephants	blind men and	Ud6.4
conceit (māna)	wrong views	Ud6.6
training	as the essence	Ud6.8
sensual pleasures	no harm in	Ud6.8
disputes	over a woman	Ud6.8
sensual pleasures	as cause of disputes	Ud6.8
moths into flame		Ud6.9
followers of other paths	honored when Buddhas don’t arise	Ud6.10
sensual pleasures	simile of fish in net	Ud7.4
external qualities		Ud7.5
good people	praised by gods	Ud7.6
proliferation (papañca)		Ud7.7
Buddha, the	psychic powers	Ud7.9
unborn (ajātaṁ)		Ud8.3
escape (nissaraṇa)		Ud8.3
nibbāna		Ud8.4
wholesome chain of causality		Ud8.4
Buddha, the	last meal	Ud8.5
Buddha, the	illness of 	Ud8.5
Buddha, the	psychic powers	Ud8.5
alms food	most beneficial	Ud8.5
morality		xref virtue
virtue	benefits of	Ud8.6
Buddha, the	psychic powers	Ud8.6
Buddha, the	attendants	Ud8.7
loved ones	as source of sorrow	Ud8.8
fire element	as meditation	Ud8.9
greed (lobha)		Iti1
hatred (dosa)		Iti2
delusion (moha)		Iti3
anger (kodha)		Iti4
disdain (makkha)		Iti5
conceit (māna)		Iti6
all, the		Iti7
conceit (māna)		Iti8
ignorance	as hindrance	Iti14
craving (taṇha) 	as fetter	Iti15
craving (taṇha) 	as partner	Iti15
proper attention (yoniso manasikāra)	as interior factor	Iti16
wise attention		xref proper attention (yoniso manasikāra)
yoniso manasikāra		xref proper attention (yoniso manasikāra)
friendship	as external factor	Iti17
schism	as great harm	Iti18
schism	leading to hell	Iti18
harmony in Saṅgha	as great happiness	Iti19
harmony in Saṅgha	as cause of confidence	Iti19
harmony in Saṅgha	leading to heaven	Iti19
merit (puññā)	not to be feared	Iti22
brahmās	rebirth as	Iti22
Sakka		Iti22
wheel-turning monarchs		Iti22
self-control		Iti22
restraint		Iti22
heedfulness (appamāda)	results now and in future	Iti23
heedfulness (appamāda)	in making merit	Iti23
saṁsara	mountain of bones of one person	Iti24
saṁsara	length of	Iti24
lying	indicator of shamelessness	Iti25
loving-kindness (mettā)	simile of clear sky	Iti27
loving-kindness (mettā)	simile of stars	Iti27
sacrifices (yañña)		Iti27
eating	excessive	Iti28–9
senses	guarding	Iti28–9
self reflection		Iti30–1
wrong views	resulting in hell	Iti32
right view (sammā diṭṭhi)	resulting in heaven	Iti33
prudence (ottāpa)		Iti34
keenness (ātāpi)		Iti34
holy life	reason for	Iti35–6
urgency (saṁvega)		Iti37
sanctuary/security		Iti38
Buddha, the	thoughts he has	Iti38
evil (pāpa)	seeing 	Iti39
ignorance	cause for rebirth	Iti40
conscience and prudence		Iti42
unborn (ajātaṁ)		Iti43
arahant	with something left over (saupādisesā)	Iti44
arahant 	with nothing left over (anupādisesa)	Iti44
wakeful (jāgara)		Iti47
celibacy	false claim of	Iti48
monk		xref mendicant
mendicant	evil	Iti48
iron ball	eating	Iti48
existence	love of	Iti49
existence	disgust with	Iti49
results of actions	harming oneself	Iti50
elements	form, formlessness, cessation	Iti51
feelings	three kinds	Iti52–3
pleasant feelings	seen as suffering	Iti53
painful feelings	seen as dart	Iti53
neutral feelings	seen as impermanent	Iti53
impermanence	neutral feelings seen as 	Iti53
searches		Iti54–5
defilements (āsava)		Iti56–7
craving (taṇha)	three types	Iti58
merit (puññā)	grounds for making	Iti60
giving (dāna)	grounds for making merit	Iti60
virtue 	grounds for making merit	Iti60
meditation	grounds for making merit	Iti60
eyes		Iti61
divine eye (dibbacakkhu)		Iti61
eye of wisdom (paññācakkhu)		Iti61
faculties (indriya)	three 	Iti62
time		Iti63
misconduct	three types	Iti64
good actions	three types	Iti65
good conduct		xref good actions
purity (soceyya)	three types	Iti66
sagacity/perfection (moneyya)	three types	Iti67
sage (muni)		Iti67
harassing	noble ones	Iti70
wrong view (micchā diṭṭhi)		Iti70
right view (sammā diṭṭhi)		Iti71
escape (nissaraṇa)		Iti72
formless (arūpā)		Iti73
children	compared to parents	Iti74
praise	wishing for	Iti76
prosperity	wishing for	Iti76
association	with fools	Iti76
association	with wise	Iti76
association	simile of rotten fish	Iti76
association	simile of sandalwood	Iti76
body	as fragile	Iti77
association	with similar people/like elements	Iti78
association	with wise	Iti78
association	with fools	Iti78
work	leading to mendicant’s decline	Iti79
talk (bhassa)	leading to mendicant’s decline	Iti79
sleep	leading to mendicant’s decline	Iti79
honor (sakkāra)	wishing for	Iti81
going forth (pabbajja)	gods rejoice	Iti82
arahant	praised by gods	Iti82
gods	dying	Iti83
death (maraṇa)	of gods	Iti83
gods	wishes of	Iti83
Tathāgatas	benefiting the world	Iti84
arahants	benefiting the world	Iti84
disciple of the Buddha	benefiting the world	Iti84
meditation on ugliness		Iti85
impermanence meditation		Iti85
mindfulness of breathing		Iti85
Dhamma	delight in	Iti86
thoughts (vitakkā)	skillful and unskillful	Iti87
unwholesome roots	as inner stains	Iti88
friendship	bad	Iti89
evil wishes		Iti89
stopping when more left to do		Iti89
harming a good person		Iti89
confidence (aggappasāda)		Iti90
Saṅgha	best of groups	Iti90
livelihood	monastic	Iti91
monastic life	wrongly practiced	Iti91
monastic life	goal of	Iti91
monastic life	simile of firebrand	Iti91
alms food		Iti91
iron ball	eating	Iti91
Buddha, the	closeness to	Iti92
Dhamma	seeing sees the Buddha	Iti92
Buddha, the	seeing sees the Dhamma	Iti92
greed, hatred, delusion	as fires	Iti93
sensual pleasures		Iti95
once returner	attached to sense pleasure	Iti96
non-returner	attached to rebirth	Iti96
danger in slightest fault		Iti97
virtue	definition	Iti97
knowledges, three		Iti99
born from mouth	disciples of Buddha	Iti100
Buddha, the	as doctor	Iti100
requisites, four	as trifles	Iti101
monastic life		xref requisites, four
contentment	with requisites	Iti101
heart’s release (cetovimutti)		Iti103
release by wisdom (paññavimutti)		Iti103
teachers	qualifications	Iti104
requisites, four	source of craving	Iti105
parents	honoring	Iti106
teachers	parents as first	Iti106
requisites, four	provided by laypeople	Iti107
mutual dependence	of monastics and laypeople	Iti107
monastic life	dependent on laypeople	Iti107
monastic life	wrongly practiced	Iti108
anger (kodha)	simile of waves	Iti109
craving (taṇha)	simile of stream	Iti109
sense pleasures, five 	simile of whirlpool	Iti109
renunciation	simile of against the stream	Iti109
female	simile of crocodiles	Iti109
tolerating bad thoughts		Iti110
danger in slightest fault		Iti111
postures	for practicing always	Iti110–11
hindrances	constantly removing	Iti111
world		Iti112
Tathāgatas	definition	Iti112
Buddha, the	understanding of	Iti112
knower of the world	definition	Iti112
Buddha, the	as best 	Iti112
Buddha, the	without counterpart	Iti112
anger (kodha)	removing	Snp1.1
anger (kodha)	simile of venom	Snp1.1
greed (rāga)	simile of plucked lotus	Snp1.1
craving (taṇha)	simile of stream	Snp1.1
conceit (māna)	simile of flood	Snp1.1
essence (sāra)	simile of fig tree	Snp1.1
anger (kodha)	arahant is free from	Snp1.1
arahant	simile of snake skin	Snp1.1
proliferation (papañca)		Snp1.1
illusion	life as	Snp1.1
lay life	filled with duties	Snp1.2
lay life	attachments	Snp1.2
monastic life		Snp1.2
renunciation		Snp1.2
work		Snp1.2
Buddha, the	attainments	Snp1.2
loved ones	as source of sorrow	Snp1.2
solitude	better than association with fools	Snp1.3
loved ones	as source of sorrow	Snp1.3
children		xref loved ones
renunciation	simile of fallen leaves	Snp1.3
friendship	stick with good friend	Snp1.3
friendship	equal or better	Snp1.3
companionship	simile of bracelets	Snp1.3
hope	free from	Snp1.3
association	with wise	Snp1.3
association	with wicked	Snp1.3
fetters (saṁyojana)	simile of fish in net	Snp1.3
seclusion		Snp1.3
brahmaviharas		Snp1.3
farming		Snp1.4
faith (saddhā)	as seed	Snp1.4
farming	as metaphor	Snp1.4
giving (dāna)	to the Buddha	Snp1.4
monastic life	wrongly practiced	Snp1.5
gods	asking questions	Snp1.6
downfall (parābhava)		Snp1.6
Dhamma	delight in	Snp1.6
companionship	being fond of	Snp1.6
parents	not caring for	Snp1.6
womanizer (itthidhuta)		Snp1.6
gambling		Snp1.6
sexual misconduct		Snp1.6
marriage	to a younger partner	Snp1.6
alcoholics		Snp1.6
ambition	unrealistic	Snp1.6
outcast (vasala)	definition	Snp1.7
fire worship (aggika)		Snp1.7
debt	avoidance of paying	Snp1.7
parents	not caring for	Snp1.7
bad actions	not wanting to get caught	Snp1.7
false spiritual claims		Snp1.7
actions	not birth defines a person	Snp1.7
caste		Snp1.7
birth is not determinant		Snp1.7
yakkha		Snp1.9
yakkha	asking questions	Snp1.9
Buddha, the	qualities of	Snp1.9
sense pleasures, five 	discard desire for	Snp1.9
yakkha		Snp1.10
yakkha	asking questions	Snp1.10
faith (saddhā)	as best wealth	Snp1.10
truth	as sweetest taste	Snp1.10
faith (saddhā)	as means of crossing flood	Snp1.10
truthfulness	as cause for good reputation	Snp1.10
reputation	gained by truthfulness	Snp1.10
wealth	gained by hard work	Snp1.10
friendship	gained by giving	Snp1.10
giving (dāna)	friendship gained by	Snp1.10
perception of ugliness (asubhasañña)		Snp1.11
body		xref perception of ugliness (asubhasañña)
asubhasañña		xref perception of ugliness (asubhasañña)
charnel ground contemplation (sivathika)		Snp1.11
sage (muni)		Snp1.12
solitude		Snp1.12
lay life	simile of peacock	Snp1.12
monastic life	simile of swan	Snp1.12
meat eating		Snp2.2
bad actions		Snp2.2
austerity		Snp2.2
conscience and prudence		Snp2.3
talking but not doing		Snp2.3
friendship	true and false friends	Snp2.3
yakkha	asking questions	Snp2.5
unwholesome roots		Snp2.5
monastic life	wrongly practiced	Snp2.6
association	with the wise	Snp2.6
brahmins	ancient traditions	Snp2.7
celibacy	brahmins	Snp2.7
sacrifices (yañña)		Snp2.7
honor	your Dhamma teacher	Snp2.8–9
Dhamma teaching	when not ready	Snp2.8
association	with the wise	Snp2.8
Dhamma teacher	simile of boat	Snp2.8
listening to Dhamma		Snp2.9
Dhamma	delight in	Snp2.9
unattractiveness		xref perception of ugliness (asubhasañña)
threefold knowledge		xref knowledges, three
triple knowledge		xref knowledges, three
sleep	uselessness of	Snp2.10
heedlessness (pamāda)	as dust	Snp2.10
energy		Snp2.10
familiarity breeds contempt		Snp2.11
requisites, four	source of craving	Snp2.11
monastic life	advice for	Snp2.11
sīlabbata-parāmāsa		Snp2.13
monastic life	advice for	Snp2.13
alms gathering practice		Snp2.14
requisites, four	using after reflecting	Snp2.14
lay life	duty to support saṅgha	Snp2.14
monastic life	advice for	Snp2.14
lay life	advice for	Snp2.14
uposatha	lay practice	Snp2.14
lay life	uposatha practice	Snp2.14
Bodhisatta	Gotama	Snp3.1
Buddha, the		xref Bodhisatta
Bodhisatta	Gotama	Snp3.2
Māra	attacks the Buddha	Snp3.2
Māra	army of	Snp3.2
speech	factors of well spoken	Snp3.3
Dhamma teaching	as well spoken words	Snp3.3
speech	best kind of	Snp3.3
fire worship (aggika)		Snp3.4
sacrifices (yañña)		Snp3.4
birth is not determinant		Snp3.4
giving (dāna)	whom to give to	Snp3.4
hope	not relying on	Snp3.4
Buddha, the	qualities of	Snp3.4
giving (dāna)	worthy of gifts	Snp3.4
giving (dāna)	worthy of gifts	Snp3.5
giving (dāna)	whom to give to	Snp3.5
giving (dāna)	purifying	Snp3.5
brahmā world	how to be reborn in	Snp3.5
gods	asking questions	Snp3.6
mendicant	young	Snp3.6
mendicant	definition	Snp3.6
Buddha, the	qualities of	Snp3.6
giving (dāna)	encouraging others to	Snp3.7
Buddha, the word	hard to find in world	Snp3.7
marks of a great man		Snp.3.7
thirty-two marks		xref marks of a great man
Buddhas	revealing themselves when praised	Snp3.7
Buddha, the	king of Dhamma	Snp3.7
Buddha, the	doctor	Snp3.7
Buddhas	rarity of	Snp3.7
Saṅgha	best recipient	Snp3.7
Buddha, the	qualities of	Snp3.7
death (maraṇa)	inevitability of	Snp3.8
body	like a pot	Snp3.8
grieving	wise do not	Snp3.8
grieving	uselessness of	Snp3.8
illusion		Snp3.8
brahmin	true meaning of	Snp3.9
birth is not determinant		Snp3.9
caste	only conventional designation	Snp3.9
arahant		xref brahmin
brahmin		xref arahant
actions	not birth defines a person	Snp3.9
criticizing noble ones		Snp3.10
Kokālika	criticizes chief disciples	Snp3.10
Sahampati Brahmā	reports Kokālika’s birth in hell	Snp3.10
hell	lifespan in	Snp3.10
mustard seeds, cartload	like length of hell	Snp3.10
speech	simile of axe	Snp3.10
harming a good person	simile of dust in wind	Snp3.10
hell	actions that lead to	Snp3.10
hell	life in	Snp3.10
Tāvatiṁsa heaven	celebrating the Buddha’s birth	Snp3.11
Asita, hermit	meets Bodhisatta	Snp3.11
war	between devas and asuras	Snp3.11
Bodhisatta	birth of	Snp3.11
Buddha, the	before enlightenment	xref Bodhisatta
Sudhodana, king		Snp3.11
Nālaka, nephew of Asita		Snp3.11
monastic life	advice for	Snp3.11
monastic life	like licking razor’s edge	Snp3.11
knowing does not speak much		Snp3.11
listening to Dhamma	real reason for	Snp3.12
suffering	analysis	Snp3.12
dependent origination	through suffering	Snp3.12
craving (taṇha)	as partner	Snp3.12
more peaceful		Snp3.12
against the stream	Dhamma as	Snp3.12
formless (arūpā)	more peaceful than form	Snp3.12
happiness	as suffering	Snp3.12
sense pleasures		Snp4.1
sense pleasures	to be avoided like snake head	Snp4.1
suffering	like a leaky boat	Snp4.1
boat, bailed out	simile for escaping saṁsara	Snp4.1
sense pleasures	of the past and future	Snp4.2
attachment	like fish in dried-up stream	Snp4.2
boasting		Snp4.3
disputes	about Dhamma	Snp4.3
purity (suddhi)		Snp4.4
disputes	about Dhamma	Snp4.5
conceit (māna)	wrong views	Snp4.5
aging		xref old age
old age		Snp.4.6
death (maraṇa)	like dream gone when waking are the dead	Snp.4.6
craving (taṇha)	simile of water drop on lotus leaf	Snp.4.6
purity (suddhi)	by another	Snp.4.6
sexual activity	by monastics	Snp.4.7
monastics	sexual activity	Snp.4.7
monastic life	wrongly practiced	Snp.4.7
disputes	over views	Snp4.8
debates		xref disputes
truth	exclusivity of	Snp4.8
Māgaṇḍiya	father of Māgaṇḍiyā	Snp4.9
Māgaṇḍiyā	daughter of Māgaṇḍiya	Snp4.9
conceit (māna)	wrong views	Snp4.9
disputes	over views	Snp4.9
past, present future	let go of	Snp4.10
monastic life	rightly practiced	Snp4.10
quarrels		xref disputes
disputes	cause of	Snp4.11
dependent origination	variations on	Snp4.11
disputes	over views	Snp4.12
purity (suddhi)	here alone is	Snp4.12
disputes	over views	Snp4.13
peaceful person	like  deep ocean is still	Snp4.14
monastic life	rightly practiced	Snp4.14
monastic life	wrong livelihood	Snp4.14
retaliation	virtuous do not	Snp4.14
greed	like a flood	Snp4.15
past, present future	let go of	Snp4.15
Sāriputta, Ven.	as inquirer	Snp4.16
monastic life	advice for	Snp4.16
Bāvari, ascetic		Snp5.1
thirty-two marks		Snp5.1
head-splitting		Snp5.1
name and form		Snp5.2
sacrifices (yañña)		Snp5.4
suffering	cause of	Snp5.5
hope	free from	Snp5.5
Buddha, the	cannot release someone	Snp5.6
perception of nothingness (natthi)		Snp5.7
arahant	like a flame blown out	Snp5.7
arahant	existing after death	Snp5.7
sage (muni)	definition	Snp5.8
purity (suddhi)	in terms of vows	Snp5.8
hope	free from	Snp5.10
renunciation	as sanctuary	Snp5.12
Vakkali, Ven	committed to faith	Snp5.19
mansions, heavenly		xref devas
heavenly mansions (vimāna)		xref devas
devas		Vv
gifts, specific types of	chair	Vv1.1
gifts, specific types of	chair	Vv1.2
gifts, specific types of	chair	Vv1.3
gifts, specific types of	chair	Vv1.4
gifts, specific types of	chair	Vv1.5
gifts, specific types of	water	Vv1.6
gifts, specific types of	water	Vv1.7
gifts, specific types of	water	Vv1.8
gifts, specific types of	light	Vv1.9
gifts, specific types of	sesame seeds	Vv1.10
giving (dāna)	smallest gift has value	Vv1.10
fidelity in marriage		Vv1.11
virtue	leading to heaven	Vv1.11
sexual misconduct	abstaining from	Vv1.11
gifts, specific types of	cakes	Vv1.13
gifts, specific types of	cakes	Vv1.14
devas	once returners	Vv1.15
uposatha	resulting in heaven	Vv1.15
gods that delight in creation		Vv1.16
gods		xref devas
gods		xref brahmās
devas	with psychic powers	Vv1.16
devas	stream-enterers	Vv1.16
once returner	gods that have become	Vv1.15
stream-enterers	gods that have become	Vv1.16
Sakka	asking questions	Vv1.17
uposatha	resulting in heaven	Vv2.2
devas	once returners	Vv2.2
once returner	gods that have become	Vv2.2
Sakka	asking questions	Vv2.3
giving (dāna)	smallest gift has value	Vv2.3
wheel-turning monarchs	not greatest happiness	Vv2.3
Buddha, the	visiting beings about to die	Vv2.4
worshiping (vandati)	leading to heaven	Vv2.4
regret	over not making spiritual progress	Vv2.7
devas	stream-enterers	Vv2.7
stream-enterers	gods that have become	Vv2.7
giving (dāna)	food	Vv2.10
alms food		xref giving (dāna)
giving (dāna)	criticizing	Vv3.1
giving (dāna)	leads to heaven	Vv3.1
gifts, specific types of	sugarcane	Vv3.2
giving (dāna)	criticizing	Vv3.2
celibacy	lay people	Vv3.3
wives	respectful	Vv3.4
gifts, specific types of	long list of	Vv3.5
giving (dāna)	to Saṅgha is always more fruitful than individual gifts	Vv3.6
funeral	offerings at	Vv3.7
offerings	to relics	Vv3.8
giving (dāna)		xref offerings
devas	psychic powers	Vv3.9
offerings	to stupa	Vv3.9
stupa (thupa)		xref offerings
gifts, specific types of	flowers	Vv3.10
regret	over not making spiritual progress	Vv4.2
gifts, specific types of	robes	Vv4.3
giving (dāna)	smallest gift has value	Vv4.4
wheel-turning monarchs	not greatest happiness	Vv4.5
rejoicing	in someone else’s merit	Vv4.6
gifts, specific types of	monastery	Vv4.6
generosity (cāga)	recollection of of ones own	Vv4.6
monastery		xref gifts, specific types of
gifts, specific types of	flowers	Vv4.7
gifts, specific types of	monastery	Vv4.8
offerings	to stupa	Vv4.9
death (maraṇa)	by cow 	Vv4.9
giving (dāna)	smallest gift has value	Vv4.9
gifts, specific types of	sugarcane	Vv4.10
giving (dāna)	criticizing	Vv4.10
worshiping (vandati)	leading to heaven	Vv4.11
suicide	prevented	Vv4.12
stream-enterers	gods that have become	Vv4.12
devas	stream-enterers	Vv4.12
animals	listening to Dhamma	Vv5.1
Dhamma	sound of	Vv5.1
listening to Dhamma	by animal	Vv5.1
merit (puññā)	like relatives greeting us after long journey	Vv5.2
tours	of heaven	Vv5.2
lying	rebirth	Vv5.2
regret	over not making spiritual progress	Vv5.2
Chattamāṇavaka		Vv5.3
refuges	going for leads to heaven	Vv5.3
Buddha, the	visiting beings about to die	Vv5.3
Buddha, the	visiting beings about to die	Vv4.12
precepts, five	leading to heaven	Vv5.3
virtue		xref precepts
heaven	precepts lead to	Vv5.3
heaven	refuges lead to	Vv5.3
heaven		xref giving (dāna)
merit (puññā)	small amounts give big results	Vv5.3
giving (dāna)	small amount	Vv5.8
giving (dāna)	small amount	Vv5.9
gifts, specific types of	needle	Vv5.8
gifts, specific types of	needle	Vv5.9
offerings	to stupa	Vv5.10
merit (puññā)	small amounts give big results	Vv5.10
fidelity in marriage		Vv5.11
gifts, specific types of	dwelling	Vv5.12
Mahā Kaccāna	teaches a hunter	Vv5.13
death (maraṇa)	cannot escape 	Vv5.13
death (maraṇa)	as universal	Vv5.13
refuges	attempting to go for refuge to individual monk	Vv5.13
offerings	to relics	Vv5.13
relics		xref offerings
Kassapa, Buddha		Vv5.14
gifts, specific types of	food	Vv6.1
gifts, specific types of	fruit	Vv6.3
